Role,ID,Name_EN,Name_RU,Level,Race,EXP,Icon
Monster,crimson_keltir,"Prairie Keltir","Степной Шакал",2,Animal,71,/skill4293.webp
Monster,elder_fox,"Elder Fox","Матерый Лис",3,Animal,88,/skill4293.webp
Monster,elder_brown_fox,"Elder Brown Fox","Матерый Бурый Лис",3,Animal,88,/skill4293.webp
Monster,elder_longtail_fox,"Elder Longtail Fox","Матерый Длиннохвостый Лис",3,Animal,88,/skill4293.webp
Monster,elder_red_fox,"Elder Red Fox","Матерый Рыжий Лис",3,Animal,88,/skill4293.webp
Monster,elder_crimson_fox,"Elder Prairie Fox","Матерый Степной Лис",3,Animal,88,/skill4293.webp
Monster,elder_brown_keltir,"Elder Brown Keltir","Матерый Бурый Шакал",3,Animal,106,/skill4293.webp
Monster,elder_red_keltir,"Elder Red Keltir","Матерый Рыжий Шакал",3,Animal,106,/skill4293.webp
Monster,elder_crimson_keltir,"Elder Prairie Keltir","Матерый Степной Шакал",3,Animal,106,/skill4293.webp
Monster,elder_longtail_keltir,"Elder Longtail Keltir","Матерый Длиннохвостый Шакал",3,Animal,106,/skill4293.webp
Monster,elder_keltir,"Elder Keltir","Матерый Шакал",3,Animal,106,/skill4293.webp
Monster,dlord_alexandrosanches,"Alexandro Sanches ","Александро Санчес",3,Fairy,,/skill4302.webp
Monster,abyssking_bonaparterius,"Bonaparterius","Бонапартериус",3,Humanoid,,/skill4295.webp
Monster,eviloverlord_ramsebalius,"Ramsebalius","Рамсебалиус",3,Humanoid,,/skill4295.webp
Monster,wolf,"Wolf","Волк",4,Animal,141,/skill4293.webp
Monster,kobold,"Kobold","Кобольд",4,Humanoid,119,/skill4295.webp
Monster,black_wolf,"Black Wolf","Черный Волк",4,Animal,141,/skill4293.webp
Monster,ashen_wolf,"Ashen Wolf","Пепельный Волк",4,Animal,141,/skill4293.webp
Monster,kasha_wolf,"Kasha Wolf","Волк Кхаши",4,Animal,141,/skill4293.webp
Monster,gray_wolf,"Gray Wolf","Серый Волк",4,Animal,141,/skill4293.webp
Monster,white_wolf,"White Wolf","Большой Снежный Волк",4,Animal,121,/skill4293.webp
Monster,tanukias_warhound,"Tanukia's Warhound","Боевая Гончая Танукия",4,Animal,,/skill4293.webp
Monster,rokos_warhound,"Roko's Warhound","Боевой Пес Роко",4,Animal,,/skill4293.webp
Monster,murtikas_warhound,"Murtika's Warhound","Боевой Пес Муртики",4,Animal,,/skill4293.webp
Monster,goblin,"Goblin","Гоблин",5,Humanoid,178,/skill4295.webp
Monster,giant_toad,"Giant Toad","Гигантская Жаба",5,Animal,178,/skill4293.webp
Monster,goblin_grave_robber,"Goblin Grave Robber","Гоблин Грабитель Могил",5,Humanoid,178,/skill4295.webp
Monster,goblin_raider,"Goblin Raider","Налетчик Гоблинов",5,Humanoid,178,/skill4295.webp
Monster,goblin_snooper,"Goblin Snooper","Сыщик Гоблинов",5,Humanoid,178,/skill4295.webp
Monster,elder_wolf,"Elder Wolf","Матерый Волк",5,Animal,176,/skill4293.webp
Monster,imp,"Imp","Бес",6,Fairy,214,/skill4302.webp
Monster,orc,"Orc","Орк ",6,Humanoid,214,/skill4295.webp
Monster,zombie,"Zombie","Зомби ",6,Undead,178,/skill4290.webp
Monster,rakeclaw_imp,"Rakeclaw Imp","Когтистый Бес",6,Fairy,214,/skill4302.webp
Monster,black_timber_wolf,"Black Timber Wolf","Волк Черного Леса",6,Animal,212,/skill4293.webp
Monster,utuku_orc,"Utuku Orc","Орк Утуку",6,Humanoid,214,/skill4295.webp
Monster,kaboo_orc,"Kaboo Orc","Орк Кабу",6,Humanoid,214,/skill4295.webp
Monster,kasha_timber_wolf,"Kasha Timber Wolf","Древесный Волк Кхаши",6,Animal,212,/skill4293.webp
Monster,imp_ribe,"Imp Elder","Старший Бес",7,Fairy,249,/skill4302.webp
Monster,orc_grunt,"Orc Grunt","Орк Воитель",7,Humanoid,249,/skill4295.webp
Monster,rakeclaw_imp_hunter,"Rakeclaw Imp Hunter","Охотник Когтистых Бесов",7,Fairy,249,/skill4302.webp
Monster,varikan_brigand,"Varika's Bandit","Бандит Варики",7,Humanoid,167,/skill4295.webp
Monster,uthanka_pirate,"Uthanka Pirate","Пират Утанка",7,Humanoid,154,/skill4295.webp
Monster,utuku_orc_grunt,"Utuku Orc Grunt","Воитель Орков Утуку",7,Humanoid,249,/skill4295.webp
Monster,kaboo_orc_grunt,"Kaboo Orc Grunt","Воитель Орков Кабу",7,Humanoid,249,/skill4295.webp
Monster,grey_wolf,"Grey Wolf Elder","Матерый Серый Волк",7,Animal,152,/skill4293.webp
Monster,orc_archer,"Orc Archer","Орк Стрелок",8,Humanoid,293,/skill4295.webp
Monster,walking_fungus,"Walking Fungus","Ходячий Гриб",8,Plant,237,/skill4294.webp
Monster,goblin_brigand,"Goblin Brigand","Бандит Гоблинов",8,Humanoid,285,/skill4295.webp
Monster,goblin_scout,"Goblin Scout","Разведчик Гоблинов",8,Humanoid,285,/skill4295.webp
Monster,goblin_lookout,"Goblin Lookout","Дозорный Гоблинов",8,Humanoid,285,/skill4295.webp
Monster,green_dryad,"Green Dryad","Зеленая Дриада",8,Fairy,285,/skill4302.webp
Monster,mountain_fungus,"Mountain Fungus","Горный Гриб",8,Plant,285,/skill4294.webp
Monster,balor_orc_archer,"Balor Orc Archer","Стрелок Орков Балор",8,Humanoid,293,/skill4295.webp
Monster,utuku_orc_archer,"Utuku Orc Archer","Стрелок Орков Утуку",8,Humanoid,293,/skill4295.webp
Monster,kaboo_orc_archer,"Kaboo Orc Archer","Стрелок Орков Кабу",8,Humanoid,293,/skill4295.webp
Monster,kaboo_chief_tanukia,"Tanukia","Танукий",8,Humanoid,,/skill4295.webp
Monster,kaboo_chief_roko,"Roko","Роко",8,Humanoid,,/skill4295.webp
Monster,kaboo_chief_murtika,"Murtika","Муртика",8,Humanoid,,/skill4295.webp
Monster,forest_walking_fungus,"Green Fungus","Зеленый Гриб",9,Plant,321,/skill4294.webp
Monster,werewolf,"Werewolf","Оборотень",9,Humanoid,321,/skill4295.webp
Monster,garum_werewolf,"Garum Werewolf","Оборотень Гарум",9,Humanoid,321,/skill4295.webp
Monster,maraku_werewolf,"Maraku Werewolf","Оборотень Мараку",9,Humanoid,321,/skill4295.webp
Monster,vrykolakas_wolfkin,"Vrykolakas Wolfkin","Волколак Выродок",9,Animal,177,/skill4293.webp
Monster,relic_werewolf,"Relic Werewolf","Реликтовый Оборотень",9,Humanoid,268,/skill4295.webp
Monster,spore_fungus,"Spore Fungus","Споровый Гриб",9,Plant,321,/skill4294.webp
Monster,spirit_of_mirrors1,"Spirit Of Mirrors","Дух Зеркал",9,Animal,,/skill4293.webp
Monster,fishing_blocker_1,"Caught Frog","Пойманная Лягушка",10,Animal,422,/skill4293.webp
Monster,monster_eye,"Monster Eye","Монстроглаз",10,Construct,294,/skill4291.webp
Monster,orc_fighter,"Orc Fighter","Боец Орков",10,Humanoid,363,/skill4295.webp
Monster,orc_sniper,"Orc Marksman","Снайпер Орков",10,Humanoid,306,/skill4295.webp
Monster,vampire_bat,"Vampire Bat","Кровопийца",10,Animal,297,/skill4293.webp
Monster,sylph,"Sylph","Сильф",10,Elemental,297,/skill4296.webp
Monster,rakeclaw_imp_chieftain,"Rakeclaw Imp Chieftain","Вождь Когтистых Бесов",10,Fairy,363,/skill4302.webp
Monster,goblin_thief,"Goblin Thief","Вор Гоблинов",10,Humanoid,356,/skill4295.webp
Monster,goblin_brigand_sub_ldr,"Goblin Brigand Lieutenant","Лейтенант Банды Гоблинов",10,Humanoid,363,/skill4295.webp
Monster,monster_eye_tracker,"Monster Eye Tracker","Монстроглаз Охотник",10,Construct,297,/skill4291.webp
Monster,werewolf_hunter,"Werewolf Hunter","Охотник Оборотней",10,Humanoid,363,/skill4295.webp
Monster,lennunt_orc_sniper,"Tunath Orc Marksman","Снайпер Орков Тунат",10,Humanoid,306,/skill4295.webp
Monster,baraq_orc_fighter,"Baraq Orc Fighter","Боец Орков Барак",10,Humanoid,303,/skill4295.webp
Monster,varikan_brigand_ldr,"Varikan Brigand Leader","Главарь Банды Варики",10,Humanoid,1007,/skill4295.webp
Monster,vaiss_orc,"Vaiss Orc","Орк Ваисс",10,Humanoid,297,/skill4295.webp
Monster,balor_orc_fighter,"Balor Orc Fighter","Боец Орков Балор",10,Humanoid,363,/skill4295.webp
Monster,evil_eye,"Evil Eye","Око Зла",10,Construct,356,/skill4291.webp
Monster,evil_eye_watcher,"Evil Eye Watcher","Наблюдатель Око Зла",10,Construct,297,/skill4291.webp
Monster,kaboo_orc_fighter,"Kaboo Orc Fighter","Боец Орков Кабу",10,Humanoid,363,/skill4295.webp
Monster,blade_bat,"Blade Bat","Опасная Летучая Мышь",10,Animal,356,/skill4293.webp
Monster,pirate_captain_uthanka,"Pirate Captain Uthanka","Капитан Пиратов Утанка",10,Humanoid,926,/skill4295.webp
Monster,white_fang,"White Fang","Белый Клык",10,Animal,917,/skill4293.webp
Monster,bepooks_pet,"Bepook's Pet","Ручной Зверь Бипука",10,Animal,220,/skill4293.webp
Monster,q0101_orc_sniper,"Orc Sniper","Орк Снайпер",10,Humanoid,,/skill4295.webp
Monster,spirit_of_mirrors2,"Spirit Of Mirrors","Дух Зеркал",10,Humanoid,,/skill4295.webp
Monster,q0315_orc_warrior,"Orc Warrior","Орк Воин",10,Humanoid,,/skill4295.webp
Monster,calpicos_goons,"Calpico's Goons","Головорез Кальпико",10,Humanoid,,/skill4295.webp
Monster,orc_fighter_sub_leader,"Orc Lieutenant","Орк Лейтенант",11,Humanoid,392,/skill4295.webp
Monster,sucker,"Drill Bat","Сверлитель",11,Animal,326,/skill4293.webp
Monster,magical_weaver,"Magical Weaver","Магический Ткач",11,Construct,392,/skill4291.webp
Monster,darkwing_bat,"Darkwing Bat","Темнокрылая Летучая Мышь",11,Animal,392,/skill4293.webp
Monster,mineshaft_bat,"Mineshaft Bat","Шахтная Летучая Мышь",11,Animal,326,/skill4293.webp
Monster,baraq_orc_ft_sldr,"Baraq Orc Warrior Leader","Главарь Воинов Орков Барак",11,Humanoid,326,/skill4295.webp
Monster,vaiss_orc_lieutenant,"Vaiss Orc Warrior Leader","Главарь Воинов Орков Ваисс",11,Humanoid,326,/skill4295.webp
Monster,balor_orc_sub_leader,"Balor Orc Lieutenant","Лейтенант Орков Балор",11,Humanoid,392,/skill4295.webp
Monster,kaboo_orc_ft_sub_ldr,"Kaboo Orc Fighter Lieutenant","Лейтенант Бойцов Орков Кабу",11,Humanoid,392,/skill4295.webp
Monster,spirit_of_mirrors3,"Spirit Of Mirrors","Дух Зеркал",11,Humanoid,,/skill4295.webp
Monster,bhato_bloodspear,"Bhato Bloodspear","Бато Кровавое Копье",11,Humanoid,,/skill4295.webp
Monster,tanuki_skullcrusher,"Tanuki Skullcrusher","Тануки Крушитель Черепов",11,Humanoid,,/skill4295.webp
Monster,kraacul_blackskull,"Kraacul Blackskull","Краакул Черный Череп",11,Humanoid,,/skill4295.webp
Monster,taarq_blackskull,"Taarq Blackskull","Таарк Черный Череп",11,Humanoid,,/skill4295.webp
Monster,q0315_orc_wr_ldr,"Orc Warrior Leader","Главарь Орков Воинов",11,Humanoid,,/skill4295.webp
Monster,q409_lizardman,"Lizardman","Ящер",11,Humanoid,,/skill4295.webp
Monster,varangkas_tracker,"Varangka's Tracker","Охотник Фаранги",11,Animal,,/skill4293.webp
Monster,kaboo_chief_uoph,"Uoph","Уф",11,Humanoid,,/skill4295.webp
Monster,kaboo_chief_kracha,"Kracha","Крача",11,Humanoid,,/skill4295.webp
Monster,kaboo_chief_batoh,"Batoh","Батох",11,Humanoid,,/skill4295.webp
Monster,kaboo_chief_turel,"Turel","Турел",11,Humanoid,,/skill4295.webp
Monster,kaboo_chief_kamut,"Kamut","Камут",11,Humanoid,,/skill4295.webp
Monster,tumran_orc_brigand,"Tumran Orc Brigand","Бандит Орков Тумран",11,Humanoid,,/skill4295.webp
Monster,orc_fighter_leader,"Orc Fighter Leader","Вожак Орков Бойцов",12,Humanoid,448,/skill4295.webp
Monster,skeleton,"Skeleton","Скелет ",12,Undead,363,/skill4290.webp
Monster,grizzly,"Grizzly","Гризли",12,Animal,436,/skill4293.webp
Monster,goblin_tomb_raider,"Goblin Tomb Raider Leader","Главарь Гоблинов Расхитителей Гробниц",12,Humanoid,428,/skill4295.webp
Monster,slave_skeleton,"Slave Skeleton","Скелет Невольник",12,Undead,363,/skill4290.webp
Monster,werewolf_chieftain,"Werewolf Chieftain","Вождь Оборотней",12,Humanoid,436,/skill4295.webp
Monster,lennunt_orc_warrior,"Tunath Orc Warrior","Воин Орков Тунат",12,Humanoid,363,/skill4295.webp
Monster,barbed_bat,"Barbed Bat","Шипастая Летучая Мышь",12,Animal,428,/skill4293.webp
Monster,balor_orc_leader,"Balor Orc Fighter Leader","Главарь Бойцов Орков Балор",12,Humanoid,436,/skill4295.webp
Monster,blood_fungus,"Blood Fungus","Кровавый Гриб",12,Plant,428,/skill4294.webp
Monster,akaste_bone_soldier,"Akaste Bone Soldier","Костяной Солдат Акаст",12,Undead,363,/skill4290.webp
Monster,dungeon_skeleton,"Dungeon Skeleton","Подземный Скелет",12,Undead,363,/skill4290.webp
Monster,kaboo_orc_ft_leader,"Kaboo Orc Fighter Leader","Главарь Бойцов Орков Кабу ",12,Humanoid,436,/skill4295.webp
Monster,puma,"Puma","Пума",12,Beast,423,/skill4292.webp
Monster,skeleton_hunter,"Skeleton Hunter","Скелет Охотник",12,Undead,363,/skill4290.webp
Monster,gemstone_beast,"Gemstone Beast","Самоцветный Зверь",12,Beast,353,/skill4292.webp
Monster,q0101_orc_fght_ldr,"Orc Fighter","Орк Боец",12,Humanoid,,/skill4295.webp
Monster,q409_lizardman_scout,"Lizardman Scout","Разведчик Ящеров",12,Humanoid,,/skill4295.webp
Monster,baranka_messenger,"Baranka's Messenger","Посланник Фаранги",12,Humanoid,,/skill4295.webp
Monster,orc_escort,"Orc Escort","Эскорт Орков",12,Humanoid,,/skill4295.webp
Monster,gremlin_filcher,"Gremlin Filcher","Гремлин Филчер",12,Fairy,,/skill4302.webp
Monster,goblin_servant,"Goblin Servant","Гоблин Слуга",12,Humanoid,,/skill4295.webp
Monster,dryad,"Dryad","Дриада",13,Fairy,463,/skill4302.webp
Monster,marsh_zombie,"Marsh Zombie","Болотный Зомби",13,Undead,655,/skill4290.webp
Monster,stone_golem,"Stone Golem","Каменный Голем",13,Construct,655,/skill4291.webp
Monster,skeleton_archer,"Skeleton Archer","Скелет Стрелок",13,Undead,405,/skill4290.webp
Monster,greystone_golem,"Greystone Golem","Серый Голем",13,Construct,655,/skill4291.webp
Monster,darkstone_golem,"Darkstone Golem","Голем из Темного Камня",13,Construct,545,/skill4291.webp
Monster,cave_bat,"Cave Bat","Пещерная Летучая Мышь",13,Animal,386,/skill4293.webp
Monster,grave_keeper,"Grave Keeper","Хранитель Могил",13,Construct,545,/skill4291.webp
Monster,stone_giant,"Stone Giant","Каменный Гигант",13,Construct,545,/skill4291.webp
Monster,festering_bat,"Festering Bat","Гнойная Летучая Мышь",13,Animal,463,/skill4293.webp
Monster,dungeon_skeleton_archer,"Dungeon Skeleton Archer","Стрелок Подземных Скелетов",13,Undead,397,/skill4290.webp
Monster,skeleton_hunter_archer,"Skeleton Hunter Archer","Скелет Охотник Стрелок",13,Undead,397,/skill4290.webp
Monster,goblin_lord,"Goblin Lord","Вожак Гоблинов",13,Humanoid,458,/skill4295.webp
Monster,kobold_looter_bepook,"Kobold Looter Bepook","Кобольд Мародер Бипук",13,Humanoid,1326,/skill4295.webp
Monster,q409_lizardman_warrior,"Lizardman Warrior","Воин Ящеров",13,Humanoid,,/skill4295.webp
Monster,calpico,"Calpico","Кальпико",13,Humanoid,,/skill4295.webp
Monster,felim_lizardman,"Felim Lizardman","Ящер Фелим",14,Humanoid,499,/skill4295.webp
Monster,vuku_orc,"Vuku Orc","Орк Вуку",14,Humanoid,499,/skill4295.webp
Monster,devourer_fungus,"Carnivorous Fungus","Плотоядный Гриб",14,Plant,424,/skill4294.webp
Monster,dryad_ribe,"Dryad Elder","Старшая Дриада",14,Fairy,499,/skill4302.webp
Monster,marsh_zombie_pointer,"Marsh Zombie Lord","Повелитель Болотных Зомби",14,Undead,705,/skill4290.webp
Monster,red_bear,"Red Bear","Рыжий Медведь",14,Animal,499,/skill4293.webp
Monster,thrill_sucker,"Misery Skeleton","Скелет Каторжник",14,Undead,424,/skill4290.webp
Monster,crasher,"Crasher","Разрушитель",14,Construct,705,/skill4291.webp
Monster,skeleton_sniper,"Skeleton Marksman","Скелет Снайпер",14,Undead,428,/skill4290.webp
Monster,orc_champion,"Orc Champion","Чемпион Орков",14,Humanoid,435,/skill4295.webp
Monster,goblin_brigand_leader,"Goblin Brigand Leader","Главарь Банды Гоблинов",14,Humanoid,509,/skill4295.webp
Monster,maraku_werewolf_chief,"Maraku Werewolf Chieftain","Вождь Оборотней Мараку",14,Humanoid,509,/skill4295.webp
