Category,Subtype,ID,Name_EN,Name_RU,Grade,PAtk,MAtk,PDef,MDef,Icon,Description_EN
weapons,spear,302,"Body Slasher","Кромсатель",C,107,61,,,/weapon_body_slasher_i00.webp,"Bestows either Critical Stun, Towering Blow or Wide Blow."
weapons,spear,94,"Bec de Corbin","Бердыш",C,122,68,,,/weapon_bech_de_corbin_i00.webp,"Bestows either Critical Stun, Towering Blow or Light."
weapons,spear,95,"Poleaxe","Секира",C,139,76,,,/weapon_poleaxe_i00.webp,"Bestows one of the following functions: Wide Blow, Towering Blow or Critical Stun."
weapons,spear,301,"Scorpion","Скорпион",C,144,78,,,/weapon_scorpion_i00.webp,"Bestows either Anger, Critical Stun or Wide Blow."
weapons,spear,303,"Widow Maker","Селекционер",C,144,78,,,/weapon_widow_maker_i00.webp,"Bestows either Critical Stun, Towering Blow or Wide Blow."
weapons,spear,299,"Orcish Poleaxe","Секира Орков",C,156,83,,,/weapon_orcish_poleaxe_i00.webp,"Bestows either Critical Stun, Towering Blow or Wide Blow."
weapons,spear,300,"Great Axe","Двуручный Топор",B,175,91,,,/weapon_great_axe_i00.webp,"Bestows either Anger, Critical Stun or Light."
weapons,spear,97,"Lance","Пика",B,194,99,,,/weapon_lancia_i00.webp,"Bestows either Anger, Critical Stun or Towering Blow."
weapons,spear,98,"Halberd","Алебарда",A,213,107,,,/weapon_halbard_i00.webp,"Bestows one of the following functions: Haste, Critical Stun or Wide Blow."
weapons,spear,305,"Tallum Glaive","Глефа Таллума",A,232,114,,,/weapon_tallum_glaive_i00.webp,"Bestows one of the following functions: Guidance, Health, or Wide Blow."
weapons,spear,8683,"Tiphon's Spear","Копье Тифона",A,251,121,,,/weapon_tiphon_spear_i00.webp,"Bestows either Critical Stun, Towering Blow or Wide Blow."
weapons,spear,6370,"Saint Spear","Святое Копье",S,281,132,,,/weapon_saint_spear_i00.webp,"Bestows one of the following functions: Health, Guidance or Haste."
weapons,spear,9447,"Dynasty Halberd","Алебарда Династии",S80,333,151,,,/weapon_dynasty_spear_i00.webp,"Bestows one of the following functions: Anger, Critical Stun, or Light."
weapons,spear,10219,"Icarus Trident","Трезубец Икара",S80,363,163,,,/weapon_icarus_trident_i00.webp,"Bestows one of the following functions: Anger, Critical Stun or Light."
weapons,spear,13462,"Vesper Stormer","Буревестник Венеры",S84,396,176,,,/weapon_vesper_stormer_i00.webp,"It can bestow one of the following functions: Health, Guidance, or Haste."
weapons,fist,2368,"Training Gloves","Тренировочный Кастет",NG,7,5,,,/weapon_training_gloves_i00.webp,"No description for this item"
weapons,fist,253,"Spiked Gloves","Шипованные Перчатки",NG,10,6,,,/weapon_spike_glove_i00.webp,"No description for this item"
weapons,fist,254,"Iron Gloves","Железные Перчатки",NG,13,9,,,/weapon_iron_glove_i00.webp,"No description for this item"
weapons,fist,2371,"Fist of Butcher","Кастет Мясника",NG,16,10,,,/weapon_iron_glove_i00.webp,"No description for this item"
weapons,fist,255,"Fox Claw Gloves","Кастет Лисы",NG,21,12,,,/weapon_foxs_nail_i00.webp,"No description for this item"
weapons,fist,256,"Cestus","Цестус",NG,29,17,,,/weapon_vipers_canine_i00.webp,"No description for this item"
weapons,fist,257,"Viper's Fang","Клык Гадюки",NG,38,21,,,/weapon_vipers_canine_i00.webp,"No description for this item"
weapons,fist,258,"Bagh-Nakh","Коготь Тигра",D,49,26,,,/weapon_baghnakh_i00.webp,"No description for this item"
weapons,fist,259,"Single-Edged Jamadhr","Джамадхар",D,62,32,,,/weapon_single-edged_jamadhr_i00.webp,"No description for this item"
weapons,fist,260,"Triple-Edged Jamadhr","Трехгранный Джамадхар",D,78,39,,,/weapon_triple-edged_jamadhr_i00.webp,"No description for this item"
weapons,fist,261,"Bich'Hwa","Бичхва",D,96,47,,,/weapon_bichhwa_i00.webp,"No description for this item"
weapons,fist,262,"Scallop Jamadhr","Шипованный Джамадхар",D,112,54,,,/weapon_scallop_jamadhr_i00.webp,"No description for this item"
weapons,fist,263,"Chakram","Чакра",C,130,61,,,/weapon_chakram_i00.webp,"Bestows either Critical Drain, Critical Poison or Rsk. Haste."
weapons,fist,4233,"Knuckle Duster","Кастет",C,148,68,,,/weapon_knuckle_dust_i00.webp,"Bestows one of the following functions, Rsk. Evasion, Rsk. Haste or Haste."
weapons,fist,265,"Fisted Blade","Кастетные Клинки",C,169,76,,,/weapon_fist_blade_i00.webp,"Bestows one of the following functions: Rsk. Evasion, Rsk. Haste or Haste."
weapons,fist,266,"Great Pata","Большая Пата",C,190,83,,,/weapon_great_pata_i00.webp,"Bestows either Critical Drain, Critical Poison or Rsk. Haste."
weapons,fist,267,"Arthro Nail","Коготь Артро",B,213,91,,,/weapon_arthro_nail_i00.webp,"Bestows either Critical Poison, Rsk. Evasion or Rsk. Haste."
weapons,fist,268,"Bellion Cestus","Цестус Беллиона",B,236,99,,,/weapon_bellion_cestus_i00.webp,"Bestows either Critical Drain, Critical Poison or Rsk. Haste."
weapons,fist,269,"Blood Tornado","Кровавое Торнадо",A,259,107,,,/weapon_blood_tornado_i00.webp,"Bestows one of the following functions: Haste, Focus, or Anger."
weapons,fist,270,"Dragon Grinder","Погибель Дракона",A,282,114,,,/weapon_dragon_grinder_i00.webp,"Bestows one of the following functions: Rsk. Evasion, Guidance, or Health."
weapons,fist,8685,"Sobekk's Hurricane","Ураган Собекка",A,305,121,,,/weapon_sobekk_hurricane_i00.webp,"Bestows Rsk. Haste, Haste, or Critical Drain."
weapons,fist,6371,"Demon Splinter","Демон Одиночка",S,342,132,,,/weapon_demon_splinter_i00.webp,"Bestows one of the following functions: Focus, Health or Crt. Stun."
weapons,fist,9450,"Dynasty Bagh-Nakh","Коготь Тигра Династии",S80,405,151,,,/weapon_dynasty_jamadhr_i00.webp,"Bestows one of the following functions: Rsk. Evasion, Focus, or Haste."
weapons,fist,10221,"Icarus Hand","Рука Икара",S80,442,163,,,/weapon_icarus_knuckle_i00.webp,"Bestows one of the following functions: Rsk. Evasion, Focus, or Haste."
weapons,fist,13461,"Vesper Fighter","Воитель Венеры",S84,482,176,,,/weapon_vesper_fighter_i00.webp,"It can bestow one of the following functions: Focus, Health, or Critical Stun."
weapons,one_hand_magic,6,"Apprentice's Wand","Скипетр Новичка",NG,5,7,,,/weapon_apprentices_wand_i00.webp,"No description for this item"
weapons,one_hand_magic,7,"Apprentice's Rod","Жезл Новичка",NG,6,8,,,/weapon_apprentices_rod_i00.webp,"No description for this item"
weapons,one_hand_magic,308,"Buffalo's Horn","Рог Буйвола",NG,6,8,,,/weapon_buffalo_horn_i00.webp,"No description for this item"
weapons,one_hand_magic,99,"Apprentice's Spellbook","Книга Ученика",NG,9,12,,,/weapon_apprentices_spellbook_i00.webp,"No description for this item"
weapons,one_hand_magic,748,"Gallint's Oak Wand","Посох Галлинта",NG,10,10,,,/weapon_club_i00.webp,"An oak wand enchanted by Gallint's spell. This will capture and seal the spirit of mirrors."
weapons,one_hand_magic,747,"Wand of Adept","Скипетр Адепта",NG,11,13,,,/weapon_apprentices_wand_i00.webp,"The wand presented to those who have finished their studies at the school of magic."
weapons,one_hand_magic,310,"Relic of The Saints","Реликвия Святых",NG,19,22,,,/weapon_apprentices_spellbook_i00.webp,"No description for this item"
weapons,one_hand_magic,309,"Tears of Eva","Слезы Евы",NG,19,22,,,/weapon_tears_of_eva_i00.webp,"No description for this item"
weapons,one_hand_magic,100,"Voodoo Doll","Кукла Вуду",NG,25,28,,,/weapon_voodoo_doll_i00.webp,"No description for this item"
weapons,one_hand_magic,311,"Crucifix of Blessing","Благословляющее Распятие",NG,25,28,,,/weapon_crucifix_of_blessing_i00.webp,"No description for this item"
weapons,one_hand_magic,313,"Temptation of Abyss","Искушение Бездны",D,32,35,,,/weapon_temptation_of_abyss_i00.webp,"No description for this item"
weapons,one_hand_magic,314,"Proof of Revenge","Доказательство Возмездия",D,32,35,,,/weapon_proof_of_revenge_i00.webp,"No description for this item"
weapons,one_hand_magic,7885,"Priest Sword","Меч Жреца",D,32,35,,,/weapon_sword_of_priest_i00.webp,"No description for this item"
weapons,one_hand_magic,312,"Branch of Life","Ветвь Жизни",D,32,35,,,/weapon_branch_of_life_i00.webp,"No description for this item"
weapons,one_hand_magic,101,"Scroll of Wisdom","Свиток Мудрости",D,32,35,,,/weapon_scroll_of_wisdom_i00.webp,"No description for this item"
weapons,one_hand_magic,180,"Mace of Judgment","Булава Правосудия",D,41,43,,,/weapon_mace_of_judgment_i00.webp,"No description for this item"
weapons,one_hand_magic,181,"Mace of Miracle","Булава Мага",D,41,43,,,/weapon_mace_of_miracle_i00.webp,"No description for this item"
weapons,one_hand_magic,182,"Doom Hammer","Молот Рока",D,41,43,,,/weapon_doom_hammer_i00.webp,"No description for this item"
weapons,one_hand_magic,315,"Divine Tome","Божественный Жезл",D,41,43,,,/weapon_divine_tome_i00.webp,"No description for this item"
weapons,one_hand_magic,179,"Mace of Prayer","Булава Послушника",D,41,43,,,/weapon_mace_of_prayer_i00.webp,"No description for this item"
weapons,one_hand_magic,144,"Sword of Occult","Меч Оккультиста",D,43,45,,,/weapon_sword_of_occult_i00.webp,"No description for this item"
weapons,one_hand_magic,143,"Sword of Mystic","Меч Мистика",D,43,45,,,/weapon_sword_of_mystic_i00.webp,"No description for this item"
weapons,one_hand_magic,83,"Sword of Magic","Меч Магии",D,43,45,,,/weapon_sword_of_magic_i00.webp,"No description for this item"
weapons,one_hand_magic,238,"Dagger of Mana","Кинжал Маны",D,45,52,,,/weapon_dagger_of_mana_i00.webp,"No description for this item"
weapons,one_hand_magic,239,"Mystic Knife","Нож Мистика",D,45,52,,,/weapon_mystic_knife_i00.webp,"No description for this item"
weapons,one_hand_magic,240,"Conjurer's Knife","Нож Заклинателя",D,45,52,,,/weapon_conjure_knife_i00.webp,"No description for this item"
weapons,one_hand_magic,241,"Shilen Knife","Нож Шилен",D,45,52,,,/weapon_knife_o_silenus_i00.webp,"No description for this item"
weapons,one_hand_magic,317,"Tome of Blood","Книга Крови",D,51,52,,,/weapon_tome_of_blood_i00.webp,"No description for this item"
weapons,one_hand_magic,316,"Blood of Saints","Кровь Святых",D,51,52,,,/weapon_blood_of_saints_i00.webp,"No description for this item"
weapons,one_hand_magic,318,"Crucifix of Blood","Кровавое Распятие",D,63,63,,,/weapon_crucifix_of_blood_i00.webp,"No description for this item"
weapons,one_hand_magic,7886,"Sword of Magic Fog","Меч Магического Тумана",D,63,63,,,/weapon_sword_of_magic_fog_i00.webp,"No description for this item"
weapons,one_hand_magic,7890,"Priest Mace","Булава Жреца",D,63,63,,,/weapon_mace_of_priest_i00.webp,"No description for this item"
weapons,one_hand_magic,321,"Demon Fangs","Клыки Демона",D,67,66,,,/weapon_demon_fangs_i00.webp,"No description for this item"
weapons,one_hand_magic,189,"Staff of Life","Посох Жизни",D,74,72,,,/weapon_life_stick_i00.webp,"No description for this item"
weapons,one_hand_magic,193,"Stick of Faith","Жезл Веры",C,85,81,,,/weapon_stick_of_faith_i00.webp,"Bestows one of the following functions: Mana Up, Magic Hold or Mental Shield."
weapons,one_hand_magic,7887,"Mysterious Sword","Мистический Меч",C,85,81,,,/weapon_mystery_sword_i00.webp,"Bestows either Acumen, Magic Power, or Magic Weakness."
weapons,one_hand_magic,242,"Soulfire Dirk","Кортик Духовного Пламени",C,86,91,,,/weapon_dagger_of_magicflame_i00.webp,"Bestows one of the following functions: Magic Hold, Magic Silence or Mana Up."
weapons,one_hand_magic,84,"Homunkulus's Sword","Меч Гомункула",C,111,101,,,/weapon_homunkuluss_sword_i00.webp,"Bestows one of the following functions: Acumen, Conversion or Paralyze."
weapons,one_hand_magic,145,"Sword of Whispering Death","Меч Шепчущей Смерти",C,111,101,,,/weapon_deathbreath_sword_i00.webp,"Bestows one of the following functions: Empower, M. Atk. or Magic Silence."
weapons,one_hand_magic,196,"Stick of Eternity","Жезл Избавления",C,111,101,,,/weapon_stick_of_eternity_i00.webp,"Bestows one of the following functions: Empower, Rsk., Evasion, or Blessed Body."
weapons,one_hand_magic,201,"Club of Nature","Дубина Природы",C,111,101,,,/weapon_club_of_nature_i00.webp,"Bestows one of the following functions: Magic Mental Shield, Magic Hold or Acumen."
weapons,one_hand_magic,202,"Mace of The Underworld","Булава Преисподней",C,111,101,,,/weapon_mace_of_underworld_i00.webp,"Bestows one of the following functions: Mana Up, Magic Silence or Conversion."
weapons,one_hand_magic,174,"Nirvana Axe","Топор Нирваны",C,111,101,,,/weapon_nirvana_axe_i00.webp,"Bestows one of the following functions: Magic Poison, Magic Power or Magic Weakness."
weapons,one_hand_magic,7891,"Ecliptic Axe","Топор Затмения",C,125,111,,,/weapon_eclipse_axe_i00.webp,"Bestows one of the following functions:  Conversion, Magic Power or Magic Hold."
weapons,one_hand_magic,7888,"Ecliptic Sword","Меч Затмения",C,125,111,,,/weapon_sword_of_eclipse_i00.webp,"Bestows either Empower, Magic Power, or Magic Silence."
weapons,one_hand_magic,243,"Hell Knife","Нож Ада",B,122,122,,,/weapon_hell_knife_i00.webp,"Bestows one of the following functions: Mental Shield, Magic Weakness or Magic Regeneration."
weapons,one_hand_magic,148,"Sword of Valhalla","Меч Вальхаллы",B,140,122,,,/weapon_sword_of_valhalla_i00.webp,"Bestows one of the following functions: Acumen, Magic Weakness or Magic Regeneration."
weapons,one_hand_magic,7892,"Spell Breaker","Рассеиватель Заклинания",B,140,122,,,/weapon_spell_breaker_i00.webp,"Bestows either Acumen, Magic Mental Shield or Magic Hold."
weapons,one_hand_magic,7893,"Kaim Vanul's Bones","Кости Каим Ванула",B,155,132,,,/weapon_bone_of_kaim_vanul_i00.webp,"Bestows either Mana Up, Magic Silence, or Conversion."
weapons,one_hand_magic,7889,"Wizard's Tear","Слезы Чародея",B,155,132,,,/weapon_tears_of_wizard_i00.webp,"Bestows either Acumen, Magic Power, or Conversion."
weapons,one_hand_magic,150,"Elemental Sword","Меч Стихий",A,170,143,,,/weapon_elemental_sword_i00.webp,"Bestows one of the following functions: Magic Power, Magic Paralyze or Empower."
weapons,one_hand_magic,7894,"Spiritual Eye","Глаз Духа",A,170,143,,,/weapon_eye_of_soul_i00.webp,"Bestows either Mana Up, Magic Poison, or Acumen."
weapons,one_hand_magic,151,"Sword of Miracles","Легендарный Меч",A,186,152,,,/weapon_sword_of_miracle_i00.webp,"Bestows one of the following functions: Magic Power, Magic Silence or Acumen."
weapons,one_hand_magic,7895,"Flaming Dragon Skull","Пылающий Череп Дракона",A,186,152,,,/weapon_dragon_flame_head_i00.webp,"Bestows one of the following functions: Acumen, Magic Power or Magic Silence."
weapons,one_hand_magic,8686,"Themis' Tongue","Язык Темиса",A,202,161,,,/weapon_tongue_of_themis_i00.webp,"Bestows Mana Up, Magic Mental Shield, or Magic Focus."
weapons,one_hand_magic,8687,"Cabrio's Hand","Рука Кабрио",A,202,161,,,/weapon_hand_of_cabrio_i00.webp,"Bestows Conversion, Mana Up, or Magic Silence."
