ID,Name_EN,Name_RU,Type,Levels,Icon
1262-transfer-pain,"Transfer Pain","Поделиться Болью",toggle,5,/skill1262.webp
1263-curse-gloom,"Curse Gloom","Проклятие: Мрак",active,13,/skill1263.webp
290-final-frenzy,"Final Frenzy","Предельное Безумие",passive,14,/skill0290.webp
291-final-fortress,"Final Fortress","Последний Рубеж",passive,11,/skill0291.webp
292-totem-spirit-bison,"Bison Spirit Totem","Дух Бизона",active,1,/skill0292.webp
293-two-handed-weapon-mastery,"Two-handed Weapon Mastery","Владение Двуручным Оружием",passive,20,/skill0293.webp
1264-solar-spark,"Solar Spark","Солнечная Вспышка",active,3,/skill1264.webp
1265-solar-flare,"Solar Flare","Солнечное Сияние",active,14,/skill1265.webp
1266-shadow-spark,"Shadow Spark","Вспышка Теней",active,3,/skill1266.webp
1267-shadow-flare,"Shadow Flare","Сияние Теней",active,14,/skill1267.webp
1268-vampiric-rage,"Vampiric Rage","Ярость Вампира",active,4,/skill1268.webp
294-shadow-sense,"Shadow Sense","Ночное Восприятие",passive,1,/skill0294.webp
295-iron-body,"Iron Body","Стальное Тело",passive,1,/skill0295.webp
1269-curse-disease,"Curse Disease","Проклятие: Болезнь",active,9,/skill1269.webp
1271-benediction,"Benediction","Благословение",active,1,/skill1271.webp
296-rest-of-chameleon,"Chameleon Rest","Сон Хамелеона",toggle,1,/skill0296.webp
297-duelist-spirit,"Duelist Spirit","Дух Дуэлянта",active,2,/skill0297.webp
298-totem-spirit-rabbit,"Rabbit Spirit Totem","Дух Кролика",active,1,/skill0298.webp
1272-word-of-fear,"Word of Fear","Слово Страха",active,13,/skill1272.webp
1273-serenade-of-eva,"Serenade of Eva","Серенада Евы",active,13,/skill1273.webp
299-summon-wild-hog-cannon,"Summon Wild Hog Cannon","Призвать Стального Вепря",active,1,/skill0299.webp
1274-energy-bolt,"Energy Bolt","Энергетическая Стрела",active,4,/skill1274.webp
1275-aura-bolt,"Aura Bolt","Стрела Ауры",active,14,/skill1275.webp
1276-summon-kai-the-cat,"Summon Kai the Cat","Призвать Кая",active,14,/skill1276.webp
1277-summon-unicorn-merrow,"Summon Merrow the Unicorn","Призвать Мэрроу",active,14,/skill1277.webp
1278-summon-soulless,"Summon Soulless","Призвать Самаэля",active,14,/skill1278.webp
301-summon-bigboom,"Summon Big Boom","Призвать Гулкий Рокот",active,5,/skill0301.webp
1279-summon-binding-cubic,"Summon Binding Cubic","Призвать Связывающий Куб",active,9,/skill1279.webp
1280-summon-aqua-cubic,"Summon Aqua Cubic","Призвать Водный Куб",active,9,/skill1280.webp
1281-summon-spark-cubic,"Summon Spark Cubic","Призвать Искрящийся Куб",active,9,/skill1281.webp
1282-speed-of-paagrio,"Pa'agrian Haste","Скорость Паагрио",active,2,/skill1282.webp
1283-soul-guard,"Soul Guard","Защита Души",toggle,13,/skill1283.webp
1284-chant-of-revenge,"Chant of Revenge","Напев Мщения",active,3,/skill1284.webp
302-spoil-festival,"Spoil Festival","Массовая Оценка",active,9,/skill0302.webp
303-soul-of-sagitarrius,"Soul of Sagittarius","Душа Стрелка",active,4,/skill0303.webp
304-song-of-vitality,"Song of Vitality","Песня Жизненной Силы",active,1,/skill0304.webp
305-song-of-vengeance,"Song of Vengeance","Песня Мщения",active,1,/skill0305.webp
306-song-of-flame-guard,"Song of Flame Guard","Песня Огненной Защиты",active,1,/skill0306.webp
307-dance-of-aqua-guard,"Dance of Aqua Guard","Танец Водяной Защиты",active,1,/skill0307.webp
308-song-of-storm-guard,"Song of Storm Guard","Песня Штормовой Защиты",active,1,/skill0308.webp
309-dance-of-earth-guard,"Dance of Earth Guard","Танец Земной Защиты",active,1,/skill0309.webp
310-dance-of-vampire,"Dance of Vampire","Танец Вампира",active,1,/skill0310.webp
311-dance-of-protection,"Dance of Protection","Танец Защиты",active,1,/skill0311.webp
1285-seed-of-fire,"Seed of Fire","Семя Огня",active,1,/skill1285.webp
1286-seed-of-water,"Seed of Water","Семя Воды",active,1,/skill1286.webp
1287-seed-of-wind,"Seed of Wind","Семя Ветра",active,1,/skill1287.webp
1288-aura-symphony,"Aura Symphony","Аура Симфонии",active,1,/skill1288.webp
1289-inferno,"Inferno","Инферно",active,1,/skill1289.webp
1290-blizzard,"Blizzard","Снежная Буря",active,1,/skill1290.webp
1291-demon-wind,"Demon Wind","Дьявольский Ветер",active,1,/skill1291.webp
1292-elemental-symphony-h,"Elemental Assault","Стихийное Нападение",active,1,/skill1292.webp
1293-elemental-symphony-e,"Elemental Symphony","Стихийная Симфония",active,1,/skill1293.webp
1294-elemental-symphony-d,"Elemental Storm","Стихийный Шторм",active,1,/skill1294.webp
312-vicious-stance,"Vicious Stance","Боевая Стойка Коварства",toggle,20,/skill0312.webp
313-snipe,"Snipe","Прицельный Огонь",active,8,/skill0313.webp
314-fatal-counter,"Fatal Counter","Обратный Отсчет",active,16,/skill0314.webp
315-crush-of-doom,"Crush of Doom","Сокрушение Судьбы",active,16,/skill0315.webp
316-aegis,"Aegis","Эгида",passive,1,/skill0316.webp
317-polearm-focus-attack,"Focus Attack","Focus Attack",active,5,/skill0317.webp
318-aegis-stance,"Aegis Stance","Парирование",toggle,1,/skill0318.webp
319-agile-movement,"Agile Movement","Быстрое Перемещение",passive,2,/skill0319.webp
1295-aqua-splash,"Aqua Splash","Всплеск Воды",active,9,/skill1295.webp
1296-eruption,"Rain of Fire","Огненный Дождь",active,9,/skill1296.webp
1297-clear-mind,"Clear Mind","Светлый Разум",passive,6,/skill1297.webp
1298-mass-slow,"Mass Slow","Массовое Замедление",active,14,/skill1298.webp
1299-servitor-empower,"Servitor Empowerment","Помощь Слуге",active,2,/skill1299.webp
1300-servitor-cure,"Servitor Cure","Излечить Слугу",active,3,/skill1300.webp
1301-servitor-blessing,"Servitor Blessing","Благословение Слуги",active,1,/skill1301.webp
1303-wild-magic,"Wild Magic","Дикая Магия",active,2,/skill1303.webp
1304-advanced-block,"Advanced Block","Усиленная Блокировка",active,3,/skill1304.webp
320-wrath,"Wrath","Гнев",active,10,/skill0320.webp
321-blinding-blow,"Blinding Blow","Ослепляющий Удар",active,10,/skill0321.webp
322-shield-fortress,"Shield Fortress","Крепость Щитов",toggle,6,/skill0322.webp
323-quiver-of-arrows-a,"Quiver of Arrow: Grade A","Колчан Стрел: A-ранг",active,1,/skill0323.webp
324-quiver-of-arrows-s,"Quiver of Arrow: Grade S","Колчан Стрел: S-ранг",active,1,/skill0324.webp
1305-honor-of-paagrio,"The Honor of Pa'agrio","Честь Паагрио",active,5,/skill1305.webp
1306-ritual-of-life,"Ritual of Life","Ритуал Жизни",active,6,/skill1306.webp
1307-prayer,"Prayer","Молитва",active,3,/skill1307.webp
1308-chant-of-predator,"Chant of Predator","Напев Хищника",active,3,/skill1308.webp
1309-chant-of-eagle,"Chant of Eagle","Напев Орла",active,3,/skill1309.webp
1310-chant-of-vampire,"Chant of Vampire","Напев Вампира",active,4,/skill1310.webp
1311-body-of-avatar,"Body of Avatar","Инкарнация Тела",active,6,/skill1311.webp
1312-fishing-cast,"Fishing","Рыбалка",active,1,/skill1312.webp
1313-fishing-pumping,"Pumping","Тянуть",active,27,/skill1313.webp
1314-fishing-reeling,"Reeling","Подсечь",active,27,/skill1314.webp
1315-fishing-mastery,"Fishing Expertise","Эксперт Рыболовства",passive,27,/skill1315.webp
1316-fishing-mastery-c,"Fishing Expertise -C-Grade","Эксперт Рыболовства Ранга C",passive,1,/skill1316.webp
1317-fishing-mastery-b,"Fishing Expertise -B-Grade","Эксперт Рыболовства Ранга B",passive,1,/skill1317.webp
1318-fishing-mastery-a,"Fishing Expertise -A-Grade","Эксперт Рыболовства Ранга A",passive,1,/skill1318.webp
1319-fishing-mastery-s,"Fishing Expertise -S-Grade","Эксперт Рыболовства Ранга S",passive,1,/skill1319.webp
1320-create-common-item,"Create Common Item","Создать Обычный Предмет",passive,9,/skill0172.webp
1321-dwarven-craft,"Dwarven Craft","Ремесло Гномов",active,1,/skill0172.webp
1322-common-craft,"Common Craft","Обычное Ремесло",active,1,/skill0172.webp
1323-blessing-of-noblesse,"Noblesse Blessing","Благословение Благородства",active,1,/skill1323.webp
325-strider-siege-assault,"Strider Siege Assault","Нападение Ездового Дракона",active,1,/skill0325.webp
326-building-higher-headquarter,"Build Advanced Headquarters","Разбить Улучшенный Лагерь",active,1,/skill0326.webp
327-wyvern-aegis,"Wyvern Aegis","Защита Виверны",active,1,/skill0327.webp
1324-summon-cp-potion,"Summon CP Potion","Призвать Зелье CP",active,1,/skill1324.webp
1325-fortune-of-noblesse,"Fortune of Noblesse","Удача Благородных",active,1,/skill1325.webp
1326-harmony-of-noblesse,"Harmony of Noblesse","Гармония Благородных",active,1,/skill1326.webp
1327-symphony-of-noblesse,"Symphony of Noblesse","Симфония Благородных",active,1,/skill1327.webp
1328-mass-summon-storm-cubic,"Mass Summon Storm Cubic","Массовый Призыв Кубов Шторма",active,8,/skill1328.webp
1329-mass-summon-aqua-cubic,"Mass Summon Aqua Cubic","Массовый Призыв Кубов Воды",active,9,/skill1329.webp
1330-mass-summon-poltergeist-cubic,"Mass Summon Phantom Cubic","Массовый Призыв Призрачных Кубов",active,8,/skill1330.webp
1331-summon-queen-of-cat,"Summon Feline Queen","Призвать Королеву Кошек",active,10,/skill1331.webp
1332-summon-unicorn-seraphim,"Summon Unicorn Seraphim","Призвать Серафима",active,10,/skill1332.webp
1333-summon-nightshade,"Summon Nightshade","Призвать Молоха",active,10,/skill1333.webp
1334-summon-cursed-man,"Summon Cursed Man","Призвать Проклятого",active,7,/skill1334.webp
328-wisdom,"Wisdom","Мудрость",passive,1,/skill0328.webp
329-health,"Health","Здоровье",passive,1,/skill0329.webp
330-skill-mastery-fighter,"Skill Mastery","Мастерство Умений",passive,1,/skill0330.webp
331-skill-mastery-mage,"Skill Mastery","Мастерство Умений",passive,1,/skill0330.webp
332-extra-inventory,"Extra Inventory","Расширенный Инвентарь",passive,1,/skill0332.webp
333-extra-sales-slot,"Extra Sales Slots","Дополнительные Слоты Для Продажи",passive,1,/skill0333.webp
334-focus-skill-mastery,"Focus Skill Mastery","Фокусировка Мастерства Умений",toggle,1,/skill0334.webp
335-fortitude,"Fortitude","Стойкость",toggle,1,/skill0335.webp
336-arcane-wisdom,"Arcane Wisdom","Тайная Мудрость",toggle,1,/skill0336.webp
337-arcane-power,"Arcane Power","Тайная Мудрость",toggle,1,/skill0337.webp
338-arcane-agility,"Arcane Agility","Тайная Стремительность",toggle,1,/skill0338.webp
339-parry-stance,"Parry Stance","Парирование",toggle,1,/skill0339.webp
340-riposte-stance,"Riposte Stance","Боевая Стойка Отражения",toggle,1,/skill0340.webp
341-touch-of-life,"Touch of Life","Прикосновение Жизни",active,1,/skill0341.webp
342-touch-of-death,"Touch of Death","Прикосновение Смерти",active,1,/skill0342.webp
343-lethal-shot,"Lethal Shot","Смертельный Выстрел",active,1,/skill0343.webp
344-lethal-blow,"Lethal Blow","Смертоносный Удар",active,1,/skill0344.webp
345-sonic-rage,"Sonic Rage","Ярость Звука",active,1,/skill0345.webp
346-force-rage,"Raging Force","Неистовая Сила",active,1,/skill0346.webp
347-earthquake,"Earthquake","Землетрясение",active,1,/skill0347.webp
348-spoil-crush,"Spoil Crush","Сокрушительная Оценка",active,1,/skill0348.webp
349-song-of-renewal,"Song of Renewal","Песня Возрождения",active,1,/skill0349.webp
1335-balance-life,"Balance Life","Баланс Жизни",active,1,/skill1335.webp
350-physical-mirror,"Physical Mirror","Физическое Зеркало",active,1,/skill0350.webp
351-magical-mirror,"Magical Mirror","Магическое Зеркало",active,1,/skill0351.webp
352-shield-bash,"Shield Bash","Удар Щитом",active,1,/skill0352.webp
353-shield-slam,"Shield Slam","Сокрушение Щитом",active,1,/skill0353.webp
354-hamstring-shot,"Hamstring Shot","Калечащий Выстрел",active,1,/skill0354.webp
355-focus-death,"Focus Death","Сфокусировать Смерть",active,1,/skill0355.webp
356-focus-chance,"Focus Chance","Сфокусировать Шанс",active,1,/skill0356.webp
357-focus-power,"Focus Power","Сфокусировать Мощность",active,1,/skill0357.webp
358-bluff,"Bluff","Блеф",active,1,/skill0358.webp
359-eye-of-hunter,"Eye of Hunter","Глаз Охотника",active,1,/skill0359.webp
360-eye-of-slayer,"Eye of Slayer","Глаз Убийцы",active,1,/skill0360.webp
